path,prob1_mean,duration_sec,n_windows
C:\TFG\Datasets\Propio\Generado\Español\E_10_G.wav,0.16086725890636444,3.5301875
C:\TFG\Datasets\Propio\Generado\Español\E_11_G.wav,0.0980239138007164,2.8335625
C:\TFG\Datasets\Propio\Generado\Español\E_12_G.wav,0.005122557748109102,3.3095625
C:\TFG\Datasets\Propio\Generado\Español\E_13_G.wav,0.007963860407471657,6.28175
C:\TFG\Datasets\Propio\Generado\Español\E_14_G.wav,0.0024137927684932947,4.946625
C:\TFG\Datasets\Propio\Generado\Español\E_15_G.wav,0.0006925858906470239,7.8723125
C:\TFG\Datasets\Propio\Generado\Español\E_16_G.wav,0.008224612101912498,3.0425625
C:\TFG\Datasets\Propio\Generado\Español\E_17_G.wav,0.020029420033097267,3.657875
C:\TFG\Datasets\Propio\Generado\Español\E_18_G.wav,0.0006978378514759243,6.28175
C:\TFG\Datasets\Propio\Generado\Español\E_19_G.wav,0.010693439282476902,5.8405625
C:\TFG\Datasets\Propio\Generado\Español\E_1_G.wav,0.00032134889625012875,3.7043125
C:\TFG\Datasets\Propio\Generado\Español\E_20_G.wav,0.00014532239583786577,5.9334375
C:\TFG\Datasets\Propio\Generado\Español\E_21_G.wav,0.16087612509727478,3.2283125
C:\TFG\Datasets\Propio\Generado\Español\E_22_G.wav,0.0015934394905343652,2.8684375
C:\TFG\Datasets\Propio\Generado\Español\E_23_G.wav,0.047985468059778214,2.7406875
C:\TFG\Datasets\Propio\Generado\Español\E_24_G.wav,0.0006847052136436105,5.1555625
C:\TFG\Datasets\Propio\Generado\Español\E_25_G.wav,0.38352134823799133,2.891625
C:\TFG\Datasets\Propio\Generado\Español\E_26_G.wav,0.029974091798067093,3.2166875
C:\TFG\Datasets\Propio\Generado\Español\E_27_G.wav,0.0004240971466060728,2.7755
C:\TFG\Datasets\Propio\Generado\Español\E_28_G.wav,0.3855345845222473,3.1238125
C:\TFG\Datasets\Propio\Generado\Español\E_29_G.wav,0.0264793299138546,3.762375
C:\TFG\Datasets\Propio\Generado\Español\E_2_G.wav,0.005350805819034576,2.914875
C:\TFG\Datasets\Propio\Generado\Español\E_30_G.wav,0.4359188675880432,3.0541875
C:\TFG\Datasets\Propio\Generado\Español\E_31_G.wav,0.00012965839414391667,3.7159375
C:\TFG\Datasets\Propio\Generado\Español\E_32_G.wav,0.005674947984516621,7.059625
C:\TFG\Datasets\Propio\Generado\Español\E_33_G.wav,0.0034633034374564886,5.5503125
C:\TFG\Datasets\Propio\Generado\Español\E_34_G.wav,0.01938156597316265,3.8900625
C:\TFG\Datasets\Propio\Generado\Español\E_35_G.wav,0.08080942928791046,3.774
C:\TFG\Datasets\Propio\Generado\Español\E_36_G.wav,0.45376062393188477,4.366125
C:\TFG\Datasets\Propio\Generado\Español\E_37_G.wav,4.048130722367205e-05,7.535625
C:\TFG\Datasets\Propio\Generado\Español\E_38_G.wav,0.043218500912189484,5.1555625
C:\TFG\Datasets\Propio\Generado\Español\E_39_G.wav,0.04552749544382095,5.3413125
C:\TFG\Datasets\Propio\Generado\Español\E_3_G.wav,0.002867135452106595,2.5665625
C:\TFG\Datasets\Propio\Generado\Español\E_40_G.wav,0.0013834210112690926,2.9380625
C:\TFG\Datasets\Propio\Generado\Español\E_41_G.wav,0.8492363691329956,4.528625
C:\TFG\Datasets\Propio\Generado\Español\E_42_G.wav,0.00017822577501647174,5.422625
C:\TFG\Datasets\Propio\Generado\Español\E_43_G.wav,0.0009887447813525796,4.726
C:\TFG\Datasets\Propio\Generado\Español\E_44_G.wav,0.5893236398696899,4.0294375
C:\TFG\Datasets\Propio\Generado\Español\E_45_G.wav,0.5166347622871399,4.1223125
C:\TFG\Datasets\Propio\Generado\Español\E_46_G.wav,6.365183071466163e-05,2.5665625
C:\TFG\Datasets\Propio\Generado\Español\E_47_G.wav,0.024225987493991852,4.052625
C:\TFG\Datasets\Propio\Generado\Español\E_48_G.wav,0.0033202748745679855,2.206625
C:\TFG\Datasets\Propio\Generado\Español\E_49_G.wav,0.015119035728275776,3.0541875
C:\TFG\Datasets\Propio\Generado\Español\E_4_G.wav,0.0005183981265872717,2.2530625
C:\TFG\Datasets\Propio\Generado\Español\E_50_G.wav,0.0012393153738230467,3.48375
C:\TFG\Datasets\Propio\Generado\Español\E_5_G.wav,0.00033725329558365047,2.613
